area,areaid,daydiff,daytotal,referencedate,totaldistinctpersons,totalvaccinations
ΠΕΙΡΑΙΩΣ,908,-58,242,2021-01-10T00:00:00,1502,1502
ΠΕΛΛΑΣ,204,-4,20,2021-01-10T00:00:00,503,503
ΠΙΕΡΙΑΣ,205,-10,5,2021-01-10T00:00:00,318,318
ΠΡΕΒΕΖΑΣ,404,1,64,2021-01-10T00:00:00,271,271
ΡΕΘΥΜΝΟΥ,1303,0,50,2021-01-10T00:00:00,150,150
ΡΟΔΟΠΗΣ,106,0,50,2021-01-10T00:00:00,150,150
ΡΟΔΟΥ,1211,0,0,2021-01-10T00:00:00,0,0
ΣΑΜΟΥ,1104,0,0,2021-01-10T00:00:00,0,0
ΣΕΡΡΩΝ,206,-4,90,2021-01-10T00:00:00,278,278
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-10T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-10T00:00:00,0,0
ΤΗΝΟΥ,1213,0,0,2021-01-10T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,5,55,2021-01-10T00:00:00,595,595
ΦΘΙΩΤΙΔΑΣ,804,0,100,2021-01-10T00:00:00,382,382
ΦΛΩΡΙΝΑΣ,304,0,60,2021-01-10T00:00:00,199,199
ΦΩΚΙΔΑΣ,805,-30,10,2021-01-10T00:00:00,100,100
ΧΑΛΚΙΔΙΚΗΣ,207,-10,55,2021-01-10T00:00:00,170,170
ΧΑΝΙΩΝ,1304,-50,35,2021-01-10T00:00:00,890,890
ΧΙΟΥ,1105,0,0,2021-01-10T00:00:00,0,0
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-11T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,499,1124,2021-01-11T00:00:00,13577,13577
ΚΕΡΚΥΡΑΣ,603,39,39,2021-01-11T00:00:00,39,39
ΚΕΦΑΛΛΗΝΙΑΣ,604,20,20,2021-01-11T00:00:00,20,20
ΚΙΛΚΙΣ,203,10,60,2021-01-11T00:00:00,265,265
ΚΟΖΑΝΗΣ,303,0,50,2021-01-11T00:00:00,598,598
ΚΟΡΙΝΘΙΑΣ,1003,0,0,2021-01-11T00:00:00,280,280
ΚΩ,1206,0,0,2021-01-11T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,15,15,2021-01-11T00:00:00,399,399
ΛΑΡΙΣΑΣ,502,-15,35,2021-01-11T00:00:00,1566,1566
ΛΑΣΙΘΙΟΥ,1302,-17,64,2021-01-11T00:00:00,415,415
ΛΕΣΒΟΥ,1102,0,0,2021-01-11T00:00:00,0,0
ΛΕΥΚΑΔΑΣ,605,30,30,2021-01-11T00:00:00,30,30
ΛΗΜΝΟΥ,1103,0,0,2021-01-11T00:00:00,0,0
ΜΑΓΝΗΣΙΑΣ,503,40,120,2021-01-11T00:00:00,390,390
ΜΕΣΣΗΝΙΑΣ,1005,-46,70,2021-01-11T00:00:00,553,553
ΜΗΛΟΥ,1207,0,0,2021-01-11T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-11T00:00:00,0,0
ΝΑΞΟΥ,1209,0,0,2021-01-11T00:00:00,0,0
ΝΗΣΩΝ,906,0,0,2021-01-11T00:00:00,0,0
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,15,15,2021-01-11T00:00:00,15,15
ΞΑΝΘΗΣ,105,0,105,2021-01-11T00:00:00,440,440
ΠΑΡΟΥ,1210,0,0,2021-01-11T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-176,72,2021-01-11T00:00:00,1586,1586
ΠΕΛΛΑΣ,204,-5,15,2021-01-11T00:00:00,525,525
ΠΙΕΡΙΑΣ,205,20,25,2021-01-11T00:00:00,347,347
ΠΡΕΒΕΖΑΣ,404,-23,43,2021-01-11T00:00:00,320,320
ΡΕΘΥΜΝΟΥ,1303,20,70,2021-01-11T00:00:00,220,220
ΡΟΔΟΠΗΣ,106,0,50,2021-01-11T00:00:00,200,200
ΡΟΔΟΥ,1211,0,0,2021-01-11T00:00:00,0,0
ΣΑΜΟΥ,1104,0,0,2021-01-11T00:00:00,0,0
ΣΕΡΡΩΝ,206,23,116,2021-01-11T00:00:00,397,397
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-11T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-11T00:00:00,0,0
ΤΗΝΟΥ,1213,0,0,2021-01-11T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-30,25,2021-01-11T00:00:00,620,620
ΦΘΙΩΤΙΔΑΣ,804,5,105,2021-01-11T00:00:00,490,490
ΦΛΩΡΙΝΑΣ,304,-17,43,2021-01-11T00:00:00,242,242
ΦΩΚΙΔΑΣ,805,-5,5,2021-01-11T00:00:00,105,105
ΧΑΛΚΙΔΙΚΗΣ,207,20,75,2021-01-11T00:00:00,245,245
ΧΑΝΙΩΝ,1304,4,39,2021-01-11T00:00:00,929,929
ΧΙΟΥ,1105,0,0,2021-01-11T00:00:00,0,0
ΗΡΑΚΛΕΙΟΥ,1301,15,239,2021-01-12T00:00:00,1592,1592
ΘΑΣΟΥ,103,0,0,2021-01-12T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,2021-01-12T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,192,679,2021-01-12T00:00:00,6698,6698
ΘΗΡΑΣ,1202,10,15,2021-01-12T00:00:00,20,20
ΙΘΑΚΗΣ,602,0,0,2021-01-12T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,25,25,2021-01-12T00:00:00,25,25
ΙΩΑΝΝΙΝΩΝ,403,0,180,2021-01-12T00:00:00,2103,2103
ΚΑΒΑΛΑΣ,104,-27,95,2021-01-12T00:00:00,525,525
ΚΑΛΥΜΝΟΥ,1203,10,10,2021-01-12T00:00:00,10,10
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-12T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,10,10,2021-01-12T00:00:00,10,10
ΚΑΣΤΟΡΙΑΣ,302,-5,40,2021-01-12T00:00:00,239,239
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-12T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,349,1478,2021-01-12T00:00:00,15065,15065
ΚΕΡΚΥΡΑΣ,603,51,108,2021-01-12T00:00:00,165,165
ΚΕΦΑΛΛΗΝΙΑΣ,604,70,90,2021-01-12T00:00:00,110,110
ΚΙΛΚΙΣ,203,-20,40,2021-01-12T00:00:00,305,305
ΚΟΖΑΝΗΣ,303,-15,35,2021-01-12T00:00:00,633,633
ΚΟΡΙΝΘΙΑΣ,1003,10,10,2021-01-12T00:00:00,290,290
ΚΩ,1206,0,0,2021-01-12T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,-15,0,2021-01-12T00:00:00,399,399
ΛΑΡΙΣΑΣ,502,80,115,2021-01-12T00:00:00,1681,1681
ΛΑΣΙΘΙΟΥ,1302,-12,52,2021-01-12T00:00:00,468,468
ΛΕΣΒΟΥ,1102,70,70,2021-01-12T00:00:00,70,70
ΛΕΥΚΑΔΑΣ,605,20,50,2021-01-12T00:00:00,80,80
ΛΗΜΝΟΥ,1103,35,35,2021-01-12T00:00:00,35,35
ΜΑΓΝΗΣΙΑΣ,503,15,135,2021-01-12T00:00:00,525,525
ΜΕΣΣΗΝΙΑΣ,1005,-67,4,2021-01-12T00:00:00,560,560
ΜΗΛΟΥ,1207,0,0,2021-01-12T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-12T00:00:00,0,0
ΝΑΞΟΥ,1209,35,35,2021-01-12T00:00:00,35,35
ΝΗΣΩΝ,906,25,25,2021-01-12T00:00:00,25,25
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,74,92,2021-01-12T00:00:00,110,110
ΞΑΝΘΗΣ,105,-68,41,2021-01-12T00:00:00,485,485
ΠΑΡΟΥ,1210,0,0,2021-01-12T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,111,183,2021-01-12T00:00:00,1772,1772
ΠΕΛΛΑΣ,204,-15,0,2021-01-12T00:00:00,525,525
ΠΙΕΡΙΑΣ,205,-5,20,2021-01-12T00:00:00,374,374
ΠΡΕΒΕΖΑΣ,404,-43,0,2021-01-12T00:00:00,320,320
ΡΕΘΥΜΝΟΥ,1303,10,80,2021-01-12T00:00:00,300,300
ΡΟΔΟΠΗΣ,106,10,60,2021-01-12T00:00:00,260,260
ΡΟΔΟΥ,1211,110,110,2021-01-12T00:00:00,110,110
ΣΑΜΟΥ,1104,60,60,2021-01-12T00:00:00,60,60
ΣΕΡΡΩΝ,206,-12,104,2021-01-12T00:00:00,504,504
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-12T00:00:00,0,0
ΣΥΡΟΥ,1212,50,50,2021-01-12T00:00:00,50,50
ΤΗΝΟΥ,1213,0,0,2021-01-12T00:00:00,0,0
ΑΧΑΪΑΣ,702,82,187,2021-01-13T00:00:00,1953,1953
ΒΟΙΩΤΙΑΣ,801,-10,0,2021-01-13T00:00:00,360,360
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1232,2454,2021-01-13T00:00:00,7879,7879
ΓΡΕΒΕΝΩΝ,301,-15,0,2021-01-13T00:00:00,195,195
ΔΡΑΜΑΣ,101,0,0,2021-01-13T00:00:00,375,375
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,10,35,2021-01-13T00:00:00,507,507
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,60,90,2021-01-13T00:00:00,2403,2403
ΕΒΡΟΥ,102,-34,138,2021-01-13T00:00:00,806,806
ΕΥΒΟΙΑΣ,802,-60,0,2021-01-13T00:00:00,575,575
ΕΥΡΥΤΑΝΙΑΣ,803,-25,0,2021-01-13T00:00:00,145,145
ΖΑΚΥΝΘΟΥ,601,0,50,2021-01-13T00:00:00,100,100
ΗΛΕΙΑΣ,703,0,0,2021-01-13T00:00:00,515,515
ΗΜΑΘΙΑΣ,201,6,30,2021-01-13T00:00:00,604,604
ΗΡΑΚΛΕΙΟΥ,1301,-33,206,2021-01-13T00:00:00,1798,1798
ΘΑΣΟΥ,103,0,0,2021-01-13T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,2021-01-13T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,479,1158,2021-01-13T00:00:00,7856,7856
ΘΗΡΑΣ,1202,-15,0,2021-01-13T00:00:00,20,20
ΙΘΑΚΗΣ,602,0,0,2021-01-13T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-20,5,2021-01-13T00:00:00,30,30
ΙΩΑΝΝΙΝΩΝ,403,-80,100,2021-01-13T00:00:00,2203,2203
ΚΑΒΑΛΑΣ,104,-40,55,2021-01-13T00:00:00,580,580
ΚΑΛΥΜΝΟΥ,1203,77,87,2021-01-13T00:00:00,97,97
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-13T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,-5,5,2021-01-13T00:00:00,15,15
ΚΑΣΤΟΡΙΑΣ,302,-3,37,2021-01-13T00:00:00,276,276
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-13T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,138,1616,2021-01-13T00:00:00,16681,16681
ΚΕΡΚΥΡΑΣ,603,-73,35,2021-01-13T00:00:00,200,200
ΚΕΦΑΛΛΗΝΙΑΣ,604,-25,65,2021-01-13T00:00:00,175,175
ΚΙΛΚΙΣ,203,-40,0,2021-01-13T00:00:00,305,305
ΚΟΖΑΝΗΣ,303,5,40,2021-01-13T00:00:00,673,673
ΚΟΡΙΝΘΙΑΣ,1003,0,10,2021-01-13T00:00:00,300,300
ΚΩ,1206,46,46,2021-01-13T00:00:00,46,46
ΛΑΚΩΝΙΑΣ,1004,0,0,2021-01-13T00:00:00,399,399
ΛΑΡΙΣΑΣ,502,-85,30,2021-01-13T00:00:00,1711,1711
ΛΑΣΙΘΙΟΥ,1302,-18,34,2021-01-13T00:00:00,502,502
ΛΕΣΒΟΥ,1102,15,85,2021-01-13T00:00:00,155,155
ΛΕΥΚΑΔΑΣ,605,-35,15,2021-01-13T00:00:00,95,95
ΛΗΜΝΟΥ,1103,18,53,2021-01-13T00:00:00,88,88
ΜΑΓΝΗΣΙΑΣ,503,-87,48,2021-01-13T00:00:00,573,573
ΜΕΣΣΗΝΙΑΣ,1005,-4,0,2021-01-13T00:00:00,560,560
ΜΗΛΟΥ,1207,0,0,2021-01-13T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-13T00:00:00,0,0
ΝΑΞΟΥ,1209,-35,0,2021-01-13T00:00:00,35,35
ΝΗΣΩΝ,906,-25,0,2021-01-13T00:00:00,25,25
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,332,424,2021-01-13T00:00:00,534,534
ΞΑΝΘΗΣ,105,-26,15,2021-01-13T00:00:00,500,500
ΠΑΡΟΥ,1210,0,0,2021-01-13T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,449,632,2021-01-13T00:00:00,2404,2404
ΠΕΛΛΑΣ,204,0,0,2021-01-13T00:00:00,525,525
ΠΙΕΡΙΑΣ,205,-10,10,2021-01-13T00:00:00,384,384
ΠΡΕΒΕΖΑΣ,404,0,0,2021-01-13T00:00:00,320,320
ΡΕΘΥΜΝΟΥ,1303,-15,65,2021-01-13T00:00:00,365,365
ΡΟΔΟΠΗΣ,106,-25,35,2021-01-13T00:00:00,295,295
ΡΟΔΟΥ,1211,5,115,2021-01-13T00:00:00,225,225
ΣΑΜΟΥ,1104,-10,50,2021-01-13T00:00:00,110,110
ΣΕΡΡΩΝ,206,-8,96,2021-01-13T00:00:00,600,600
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-13T00:00:00,0,0
ΣΥΡΟΥ,1212,0,50,2021-01-13T00:00:00,100,100
ΤΗΝΟΥ,1213,0,0,2021-01-13T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,15,15,2021-01-13T00:00:00,635,635
ΦΘΙΩΤΙΔΑΣ,804,-45,40,2021-01-13T00:00:00,615,615
ΦΛΩΡΙΝΑΣ,304,0,0,2021-01-13T00:00:00,242,242
ΦΩΚΙΔΑΣ,805,0,0,2021-01-13T00:00:00,105,105
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,2021-01-13T00:00:00,245,245
ΧΑΝΙΩΝ,1304,0,0,2021-01-13T00:00:00,929,929
ΧΙΟΥ,1105,-5,65,2021-01-13T00:00:00,135,135
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-29,26,2021-01-15T00:00:00,821,821
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-15T00:00:00,707,707
ΑΝΔΡΟΥ,1201,0,0,2021-01-15T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,0,0,2021-01-15T00:00:00,260,260
ΑΡΚΑΔΙΑΣ,1002,0,0,2021-01-15T00:00:00,495,495
ΑΡΤΑΣ,401,0,0,2021-01-15T00:00:00,565,565
ΑΧΑΪΑΣ,702,3,64,2021-01-15T00:00:00,2078,2078
ΒΟΙΩΤΙΑΣ,801,0,0,2021-01-15T00:00:00,360,360
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-26,1850,2021-01-15T00:00:00,11605,11605
ΓΡΕΒΕΝΩΝ,301,0,0,2021-01-15T00:00:00,195,195
ΔΡΑΜΑΣ,101,0,0,2021-01-15T00:00:00,375,375
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,5,24,2021-01-15T00:00:00,550,550
ΙΚΑΡΙΑΣ,1101,5,5,2021-01-16T00:00:00,35,35
ΧΙΟΥ,1105,3,21,2021-01-18T00:00:00,279,279
ΔΡΑΜΑΣ,101,10,54,2021-01-19T00:00:00,509,509
ΕΒΡΟΥ,102,37,131,2021-01-19T00:00:00,1409,1409
ΘΑΣΟΥ,103,0,0,2021-01-19T00:00:00,0,0
ΚΑΒΑΛΑΣ,104,4,60,2021-01-19T00:00:00,746,746
ΞΑΝΘΗΣ,105,7,61,2021-01-19T00:00:00,670,670
ΡΟΔΟΠΗΣ,106,18,45,2021-01-19T00:00:00,387,387
ΗΜΑΘΙΑΣ,201,23,64,2021-01-19T00:00:00,763,763
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,120,625,2021-01-19T00:00:00,11020,11077
ΚΙΛΚΙΣ,203,15,55,2021-01-19T00:00:00,435,435
ΠΕΛΛΑΣ,204,-8,77,2021-01-19T00:00:00,674,674
ΠΙΕΡΙΑΣ,205,18,52,2021-01-19T00:00:00,520,520
ΣΕΡΡΩΝ,206,12,52,2021-01-19T00:00:00,742,742
ΧΑΛΚΙΔΙΚΗΣ,207,15,30,2021-01-19T00:00:00,310,310
ΓΡΕΒΕΝΩΝ,301,4,34,2021-01-19T00:00:00,280,280
ΚΑΣΤΟΡΙΑΣ,302,2,30,2021-01-19T00:00:00,355,355
ΚΟΖΑΝΗΣ,303,53,93,2021-01-19T00:00:00,870,870
ΦΛΩΡΙΝΑΣ,304,10,30,2021-01-19T00:00:00,315,315
ΑΡΤΑΣ,401,3,28,2021-01-19T00:00:00,643,643
ΘΕΣΠΡΩΤΙΑΣ,402,32,70,2021-01-19T00:00:00,376,376
ΙΩΑΝΝΙΝΩΝ,403,9,215,2021-01-19T00:00:00,2848,2924
ΠΡΕΒΕΖΑΣ,404,11,42,2021-01-19T00:00:00,405,405
ΚΑΡΔΙΤΣΑΣ,501,4,61,2021-01-19T00:00:00,697,697
ΛΑΡΙΣΑΣ,502,38,188,2021-01-19T00:00:00,2082,2157
ΜΑΓΝΗΣΙΑΣ,503,49,49,2021-01-19T00:00:00,683,683
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-19T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-41,70,2021-01-19T00:00:00,819,819
ΖΑΚΥΝΘΟΥ,601,34,60,2021-01-19T00:00:00,250,250
ΙΘΑΚΗΣ,602,0,0,2021-01-19T00:00:00,0,0
ΚΕΡΚΥΡΑΣ,603,31,90,2021-01-19T00:00:00,391,391
ΚΕΦΑΛΛΗΝΙΑΣ,604,106,127,2021-01-19T00:00:00,367,367
ΛΕΥΚΑΔΑΣ,605,9,29,2021-01-19T00:00:00,164,164
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,14,54,2021-01-19T00:00:00,945,945
ΑΧΑΪΑΣ,702,97,271,2021-01-19T00:00:00,2533,2626
ΗΛΕΙΑΣ,703,62,133,2021-01-19T00:00:00,766,766
ΒΟΙΩΤΙΑΣ,801,17,55,2021-01-19T00:00:00,464,464
ΕΥΒΟΙΑΣ,802,83,176,2021-01-19T00:00:00,892,892
ΕΥΡΥΤΑΝΙΑΣ,803,21,36,2021-01-19T00:00:00,211,211
ΦΘΙΩΤΙΔΑΣ,804,5,59,2021-01-19T00:00:00,822,822
ΦΩΚΙΔΑΣ,805,31,37,2021-01-19T00:00:00,163,163
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,-3,128,2021-01-19T00:00:00,803,945
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,385,1188,2021-01-19T00:00:00,14187,14187
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-28,73,2021-01-19T00:00:00,592,733
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,71,232,2021-01-19T00:00:00,3050,3198
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-14,1176,2021-01-19T00:00:00,21342,21650
ΝΗΣΩΝ,906,24,24,2021-01-19T00:00:00,64,64
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,31,103,2021-01-19T00:00:00,1428,1428
ΠΕΙΡΑΙΩΣ,908,89,209,2021-01-19T00:00:00,3157,3157
ΑΡΓΟΛΙΔΑΣ,1001,55,113,2021-01-19T00:00:00,479,479
ΑΡΚΑΔΙΑΣ,1002,2,41,2021-01-19T00:00:00,600,600
ΚΟΡΙΝΘΙΑΣ,1003,0,30,2021-01-19T00:00:00,380,380
ΛΑΚΩΝΙΑΣ,1004,62,130,2021-01-19T00:00:00,626,626
ΜΕΣΣΗΝΙΑΣ,1005,38,91,2021-01-19T00:00:00,743,743
ΙΚΑΡΙΑΣ,1101,19,24,2021-01-19T00:00:00,64,64
ΛΕΣΒΟΥ,1102,85,119,2021-01-19T00:00:00,403,403
ΛΗΜΝΟΥ,1103,41,46,2021-01-19T00:00:00,219,219
ΣΑΜΟΥ,1104,20,30,2021-01-19T00:00:00,240,240
ΧΙΟΥ,1105,19,40,2021-01-19T00:00:00,319,319
ΑΝΔΡΟΥ,1201,0,0,2021-01-19T00:00:00,0,0
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,4,30,2021-01-16T00:00:00,851,851
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,9,9,2021-01-16T00:00:00,716,716
ΑΝΔΡΟΥ,1201,0,0,2021-01-16T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,48,48,2021-01-16T00:00:00,308,308
ΑΡΚΑΔΙΑΣ,1002,25,25,2021-01-16T00:00:00,520,520
ΑΡΤΑΣ,401,25,25,2021-01-16T00:00:00,590,590
ΑΧΑΪΑΣ,702,40,104,2021-01-16T00:00:00,2182,2182
ΒΟΙΩΤΙΑΣ,801,11,11,2021-01-16T00:00:00,371,371
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-1193,657,2021-01-16T00:00:00,12262,12262
ΓΡΕΒΕΝΩΝ,301,21,21,2021-01-16T00:00:00,216,216
ΔΡΑΜΑΣ,101,36,36,2021-01-16T00:00:00,411,411
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-15,9,2021-01-16T00:00:00,559,559
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-22,123,2021-01-16T00:00:00,2805,2805
ΕΒΡΟΥ,102,12,129,2021-01-16T00:00:00,1184,1184
ΕΥΒΟΙΑΣ,802,48,48,2021-01-16T00:00:00,623,623
ΕΥΡΥΤΑΝΙΑΣ,803,15,15,2021-01-16T00:00:00,160,160
ΖΑΚΥΝΘΟΥ,601,24,24,2021-01-16T00:00:00,164,164
ΗΛΕΙΑΣ,703,47,47,2021-01-16T00:00:00,562,562
ΗΜΑΘΙΑΣ,201,29,29,2021-01-16T00:00:00,658,658
ΗΡΑΚΛΕΙΟΥ,1301,67,299,2021-01-16T00:00:00,2548,2548
ΘΑΣΟΥ,103,0,0,2021-01-16T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,43,43,2021-01-16T00:00:00,268,268
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-274,503,2021-01-16T00:00:00,9976,9976
ΘΗΡΑΣ,1202,10,10,2021-01-16T00:00:00,30,30
ΙΘΑΚΗΣ,602,0,0,2021-01-16T00:00:00,0,0
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,10,40,2021-01-18T00:00:00,891,891
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,122,131,2021-01-18T00:00:00,760,817
ΑΝΔΡΟΥ,1201,0,0,2021-01-18T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,10,58,2021-01-18T00:00:00,366,366
ΑΡΚΑΔΙΑΣ,1002,14,39,2021-01-18T00:00:00,559,559
ΑΡΤΑΣ,401,0,25,2021-01-18T00:00:00,615,615
ΑΧΑΪΑΣ,702,71,174,2021-01-18T00:00:00,2355,2355
ΒΟΙΩΤΙΑΣ,801,27,38,2021-01-18T00:00:00,409,409
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,146,803,2021-01-18T00:00:00,12999,12999
ΓΡΕΒΕΝΩΝ,301,9,30,2021-01-18T00:00:00,246,246
ΔΡΑΜΑΣ,101,8,44,2021-01-18T00:00:00,455,455
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,92,101,2021-01-18T00:00:00,576,660
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,38,161,2021-01-18T00:00:00,2863,2966
ΕΒΡΟΥ,102,-35,94,2021-01-18T00:00:00,1278,1278
ΕΥΒΟΙΑΣ,802,45,93,2021-01-18T00:00:00,716,716
ΕΥΡΥΤΑΝΙΑΣ,803,0,15,2021-01-18T00:00:00,175,175
ΖΑΚΥΝΘΟΥ,601,2,26,2021-01-18T00:00:00,190,190
ΗΛΕΙΑΣ,703,24,71,2021-01-18T00:00:00,633,633
ΗΜΑΘΙΑΣ,201,12,41,2021-01-18T00:00:00,699,699
ΗΡΑΚΛΕΙΟΥ,1301,149,448,2021-01-18T00:00:00,2996,2996
ΘΑΣΟΥ,103,0,0,2021-01-18T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,-5,38,2021-01-18T00:00:00,306,306
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2,505,2021-01-18T00:00:00,10452,10452
ΘΗΡΑΣ,1202,-10,0,2021-01-18T00:00:00,30,30
ΙΘΑΚΗΣ,602,0,0,2021-01-18T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,5,2021-01-18T00:00:00,40,40
ΙΩΑΝΝΙΝΩΝ,403,87,206,2021-01-18T00:00:00,2709,2709
ΚΑΒΑΛΑΣ,104,11,56,2021-01-18T00:00:00,686,686
ΚΑΛΥΜΝΟΥ,1203,7,12,2021-01-18T00:00:00,145,145
ΚΑΡΔΙΤΣΑΣ,501,22,57,2021-01-18T00:00:00,636,636
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-18T00:00:00,15,15
ΚΑΣΤΟΡΙΑΣ,302,7,28,2021-01-18T00:00:00,325,325
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-18T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,271,1190,2021-01-18T00:00:00,20298,20474
ΚΕΡΚΥΡΑΣ,603,17,59,2021-01-18T00:00:00,301,301
ΚΕΦΑΛΛΗΝΙΑΣ,604,-23,21,2021-01-18T00:00:00,240,240
ΚΙΛΚΙΣ,203,5,40,2021-01-18T00:00:00,380,380
ΚΟΖΑΝΗΣ,303,4,40,2021-01-18T00:00:00,777,777
ΚΟΡΙΝΘΙΑΣ,1003,10,30,2021-01-18T00:00:00,350,350
ΚΩ,1206,21,32,2021-01-18T00:00:00,134,134
ΛΑΚΩΝΙΑΣ,1004,39,68,2021-01-18T00:00:00,496,496
ΛΑΡΙΣΑΣ,502,57,150,2021-01-18T00:00:00,1969,1969
ΛΑΣΙΘΙΟΥ,1302,2,40,2021-01-18T00:00:00,597,597
ΛΕΣΒΟΥ,1102,-1,34,2021-01-18T00:00:00,284,284
ΛΕΥΚΑΔΑΣ,605,5,20,2021-01-18T00:00:00,135,135
ΛΗΜΝΟΥ,1103,0,5,2021-01-18T00:00:00,173,173
